,ma_GeV,cl_inf,cl_sup
502,0.4117929423849647,4.215704524815429,19.08129601054881
503,0.4205844492778353,4.107557724338103,16.917561881755727
504,0.4295636490267305,4.004401761915374,13.233152788724041
505,0.4387345487499567,4.030664906269921,12.120450733558615
506,0.448101241115145,3.9333557237913555,12.595856541667063
507,0.4576679061656705,3.8401171624585846,10.182202800765808
508,0.4674388131860712,3.7506590669589888,9.049430521040644
509,0.4774183226072861,3.7818291899359777,8.302941236717938
510,0.4876108879525671,3.6965286319249198,7.864351693448457
511,0.4980210578249437,3.7298927533006405,6.7804604347630795
512,0.5086534779371117,4.009225835439044,5.666745968580898
513,0.5195128931846555,5.7214524118444325,5.7214524118444325
514,0.5306041497635453,4.218805257333058,5.425991336821617
