m [GeV/c^2], xsec [fb], xsec error [fb], xsec_UL_obs [fb], xsec_UL_exp [fb], xsec_UL_exp -1sigma [fb], xsec_UL_exp +1sigma [fb], xsec_UL_exp -2sigma [fb], xsec_UL_exp +2sigma [fb], g'_UL_obs, g'_UL_exp, g'_UL_exp -1sigma, g'_UL_exp +1sigma, g'_UL_exp -2sigma, g'_UL_exp +2sigma, xi_UL_obs, xi_UL_exp, xi_UL_exp -1sigma, xi_UL_exp +1sigma, xi_UL_exp -2sigma, xi_UL_exp +2sigma, {c_{\ell\ell}/\Lambda}_UL_obs [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -2sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +2sigma [TeV^-1]
9.01006, -1.6008477, 1.8886026, 2.9489588, 4.0113186, 2.6861389, 6.1761541, 1.9102268, 9.275681, 2.08051045, 2.42649347, 1.98563665, 3.01088806, 1.67447248, 3.68984778, 974.70060723, 1136.79057108, 930.2530813, 1410.57423144, 784.47543921, 1728.66080986, 3969.6494218, 4629.79093243, 3788.62860957, 5744.82578618, 3194.92206181, 7040.29250975
9.01138, -2.2544871, 1.8923442, 2.6759147, 4.0219702, 2.6919012, 6.1891951, 1.9149725, 9.2933717, 1.98618427, 2.43502167, 1.99210839, 3.0206506, 1.6802143, 3.70143442, 928.53923534, 1138.37028581, 931.30875337, 1412.15124544, 785.49856811, 1730.41703043, 3781.62484039, 4636.19542021, 3792.90414639, 5751.21225348, 3199.06879989, 7047.40066703
9.0127, -1.9556457, 1.7951882, 2.7356353, 4.0314834, 2.7001614, 6.2042024, 1.9205492, 9.3161572, 2.01263267, 2.44324972, 1.99954085, 3.03094739, 1.68635163, 3.71410197, 938.90245066, 1139.78729327, 932.79505548, 1413.95097513, 786.6908369, 1732.64574806, 3823.80661128, 4641.93717295, 3798.93342233, 5758.5056711, 3203.90432581, 7056.43303178
9.01402, -1.9019734, 1.8466102, 2.7861651, 4.0355104, 2.7023227, 6.2112294, 1.922199, 9.3254212, 2.03561222, 2.44985771, 2.00475003, 3.03934786, 1.69079439, 3.72413875, 947.59344235, 1140.42796444, 933.22685412, 1414.84025339, 787.07804126, 1733.61577822, 3859.17753197, 4644.51713204, 3800.66803622, 5762.09107535, 3205.46107328, 7060.33913001
9.01534, -2.3543894, 1.8611785, 2.6379231, 4.0776153, 2.7305709, 6.2698554, 1.9419037, 9.4110999, 1.98510336, 2.468057, 2.01966244, 3.06041852, 1.703201, 3.74949045, 922.09770514, 1146.43385016, 938.15069468, 1421.59091111, 791.15161746, 1741.67078688, 3755.31970031, 4668.94733454, 3820.69683719, 5789.5473815, 3222.03085249, 7093.09933318
9.01665, -2.1365293, 1.8619542, 2.7251174, 4.0871155, 2.735592, 6.2839706, 1.9465598, 9.4313486, 2.02209728, 2.47638345, 2.02597975, 3.07062307, 1.70900492, 3.76180549, 937.27176449, 1147.8400689, 939.07134401, 1423.27885697, 792.14885851, 1743.65204862, 3817.09344389, 4674.64503643, 3824.42233551, 5796.38542375, 3226.07201984, 7101.12376728
9.01797, -1.5056546, 1.8872543, 3.0113252, 4.0729773, 2.7288414, 6.2673096, 1.9410994, 9.40572, 2.1303808, 2.47761833, 2.02799817, 3.07339928, 1.71041816, 3.76508195, 985.32389453, 1145.9249631, 937.97083144, 1421.4800209, 791.08668194, 1741.39065089, 4012.76322287, 4666.81623539, 3819.91635182, 5789.02306297, 3221.72593298, 7091.86938362
9.01928, -1.6715971, 1.9401563, 2.993681, 4.1234897, 2.7626877, 6.3381535, 1.9650943, 9.5074314, 2.12885998, 2.49848528, 2.04507969, 3.0976027, 1.72478925, 3.79381315, 982.49421684, 1153.08068982, 943.82861309, 1429.58051004, 796.0107634, 1750.88991992, 4001.21422907, 4695.92877421, 3843.74830076, 5821.97613007, 3241.75912529, 7130.51083765
9.02059, -1.4583562, 1.962611, 3.11081, 4.1304165, 2.7679417, 6.3509617, 1.9699217, 9.5253981, 2.17496025, 2.50617564, 2.0516017, 3.10766594, 1.73076882, 3.80588927, 1001.59245762, 1154.12068744, 944.78452579, 1431.11340314, 797.03755382, 1752.65271523, 4078.96640844, 4700.13474997, 3847.61717665, 5828.18236466, 3245.92041759, 7137.6451537
9.0219, -1.1387496, 1.9743124, 3.2786159, 4.1292291, 2.7681402, 6.3501095, 1.9700139, 9.524572, 2.23786791, 2.51144498, 2.05628458, 3.11443868, 1.73469778, 3.81427422, 1028.31610151, 1154.02669589, 944.87728135, 1431.1065613, 797.10587666, 1752.6859301, 4187.77172417, 4699.72254532, 3847.97082905, 5828.11801049, 3246.17833616, 7137.73572992
9.0232, -0.75673787, 2.0008014, 3.4917093, 4.1100507, 2.7519813, 6.3181243, 1.9567036, 9.4805576, 2.3146201, 2.51121715, 2.05486559, 3.11354224, 1.73269931, 3.81397305, 1061.27336739, 1151.41482142, 942.17367418, 1427.58609386, 794.45764389, 1748.73968792, 4321.96186762, 4689.05666052, 3836.93666269, 5813.74493133, 3235.37341822, 7121.62057375
9.02451, -0.85336948, 2.0312846, 3.4622969, 4.1026122, 2.7470137, 6.3091389, 1.954684, 9.4674225, 2.31007577, 2.51463123, 2.05766411, 3.11838056, 1.73573072, 3.81996998, 1056.85997208, 1150.4441226, 941.38160728, 1426.65952582, 794.0970363, 1747.63677745, 4303.96166201, 4685.07420921, 3833.68701067, 5809.93515327, 3233.88461143, 7117.08446528
9.02581, -0.95183851, 2.0396559, 3.4186728, 4.0911459, 2.7398024, 6.2917188, 1.9499101, 9.441124, 2.30066373, 2.51678931, 2.05960529, 3.12110967, 1.73752744, 3.82328109, 1050.24574647, 1148.90639521, 940.20332752, 1424.77673538, 793.17580386, 1745.31577416, 4276.99926416, 4678.78286906, 3828.86477137, 5802.23159129, 3230.1128958, 7107.58820675
9.02711, -0.8173243, 2.0102851, 3.4728929, 4.0870867, 2.7372279, 6.2874358, 1.9475793, 9.4359978, 2.32410008, 2.52125084, 2.0633106, 3.12712983, 1.74043058, 3.83091967, 1058.60691949, 1148.40733702, 939.81963071, 1424.37982932, 792.75065254, 1744.94984544, 4311.02232253, 4676.72142902, 3827.27840954, 5800.57916391, 3228.36144031, 7106.05381177
9.02841, -0.95213328, 2.0063546, 3.4115684, 4.1231788, 2.7623392, 6.3362559, 1.9671165, 9.503011, 2.30874204, 2.53813345, 2.0774801, 3.14640572, 1.75312713, 3.85326595, 1049.28375279, 1153.53822618, 944.17915902, 1429.98756543, 796.76628246, 1751.24344501, 4273.02850428, 4697.58700462, 3845.00803421, 5823.37962596, 3244.6943233, 7131.63921446
9.02971, -1.3903784, 2.1081952, 3.25969, 4.09193, 2.7392848, 6.2918747, 1.9493394, 9.4414837, 2.26193585, 2.53428955, 2.07353194, 3.14254979, 1.74918549, 3.84957033, 1025.72498335, 1149.22980668, 940.28904736, 1425.05890456, 793.20695584, 1745.67305069, 4177.06345727, 4680.01258369, 3829.14239463, 5803.27238908, 3230.17947604, 7108.91050404
9.03101, -1.6414475, 2.0286094, 3.0998105, 4.1295403, 2.7638449, 6.3486662, 1.964952, 9.5236718, 2.21084371, 2.5517688, 2.08760007, 3.16396533, 1.76021794, 3.87518714, 1000.31604811, 1154.57066299, 944.55336096, 1431.5644678, 796.42637995, 1753.36314667, 4073.56520851, 4701.73290975, 3846.4840348, 5829.72873503, 3243.26976322, 7140.182471
9.03231, -0.84685587, 1.9729761, 3.4465615, 4.1290968, 2.7664033, 6.3480668, 1.9688692, 9.5225395, 2.33661108, 2.55753124, 2.0933949, 3.17113083, 1.76604534, 3.8839158, 1054.84722195, 1154.58013075, 945.04892897, 1431.58550131, 797.26918719, 1753.3674449, 4295.6045769, 4701.74219624, 3848.47816838, 5829.77809834, 3246.68169782, 7140.15552635
9.0336, -0.94492667, 2.0443016, 3.4547487, 4.1356993, 2.7705068, 6.3589119, 1.9711726, 9.5388889, 2.34477663, 2.56547463, 2.09977546, 3.18115368, 1.77115094, 3.89620807, 1056.16423854, 1155.57384737, 945.80768282, 1432.89587121, 797.78442627, 1754.97980196, 4300.94122734, 4705.75978625, 3851.54420849, 5835.07820288, 3248.75980863, 7146.67729501
9.03489, -1.4799353, 2.0921252, 3.2464932, 4.1510596, 2.7796213, 6.3801706, 1.9771565, 9.5684485, 2.27826874, 2.57618583, 2.10809665, 3.19384509, 1.77794461, 3.91127601, 1023.89909541, 1157.78893582, 947.42038743, 1435.37724237, 799.04352019, 1757.80490661, 4169.52445088, 4714.75099301, 3858.08766544, 5845.14678752, 3253.86701647, 7158.13752627
9.03619, -1.5129684, 2.1337017, 3.2782781, 4.194003, 2.8121083, 6.4416351, 2.0027973, 9.6545212, 2.29476154, 2.59554783, 2.12535112, 3.21671606, 1.79363127, 3.93803922, 1028.96286204, 1163.83435358, 952.99983423, 1442.36396521, 804.25783899, 1765.80269066, 4190.11903171, 4739.3396347, 3880.78412735, 5873.56154847, 3275.08037645, 7190.66132839
9.03748, -0.92288819, 2.1580118, 3.5906393, 4.1662724, 2.7930196, 6.4047529, 1.9879615, 9.6051726, 2.4072125, 2.59299912, 2.12307595, 3.21499076, 1.79115234, 3.93714243, 1076.93473275, 1160.0516461, 949.81819659, 1438.31723109, 801.32276058, 1761.39224737, 4385.44187119, 4723.90657189, 3867.80402067, 5857.0463162, 3263.10804149, 7172.65687353
9.03876, 0.09214984, 2.143897, 4.1702264, 4.1789968, 2.7994731, 6.4205868, 1.9918094, 9.6253618, 2.60027373, 2.60300662, 2.13047971, 3.22646244, 1.79706233, 3.95046105, 1160.67277245, 1161.89263643, 950.97287471, 1440.1818747, 802.14682502, 1763.34995658, 4726.40688915, 4731.37433015, 3872.48228193, 5864.60344019, 3266.44371255, 7180.58489923
9.04005, 0.26406151, 2.2552467, 4.3662858, 4.1804107, 2.8024892, 6.4246553, 1.9947093, 9.6323345, 2.66697364, 2.60958904, 2.13665605, 3.23509888, 1.8026128, 3.96121506, 1187.71640808, 1162.16061082, 951.54350728, 1440.72665854, 802.77988634, 1764.09697136, 4836.50208889, 4732.43628162, 3874.78200128, 5866.78557789, 3269.00139697, 7183.58240146
9.04134, 0.3970054, 2.2645784, 4.4736181, 4.177582, 2.8014314, 6.4211341, 1.9945542, 9.6280657, 2.70595354, 2.61488969, 2.14131657, 3.24187863, 1.80681548, 3.96972483, 1202.29995143, 1161.83877847, 951.42240023, 1440.42034236, 802.79802852, 1763.81446007, 4895.85746932, 4731.0964747, 3874.2648697, 5865.50193547, 3269.05504704, 7182.38754695
9.04262, 0.56727702, 2.2365671, 4.571983, 4.2057227, 2.8202225, 6.4626644, 2.0073915, 9.6876353, 2.74200528, 2.62988223, 2.15356344, 3.26003142, 1.81690418, 3.99139652, 1215.52018604, 1165.81647767, 954.66622642, 1445.15914044, 805.42649616, 1769.37042022, 4949.66088215, 4747.26481845, 3887.4501063, 5884.76254702, 3279.73822836, 7204.96759791
9.0439, 0.52104113, 2.2168339, 4.5373324, 4.2276676, 2.8337087, 6.4930497, 2.0157772, 9.7300963, 2.73808071, 2.64299514, 2.16383205, 3.275445, 1.82501825, 4.00963202, 1210.97916032, 1168.92537954, 957.00448486, 1448.64087399, 807.15629025, 1773.3519652, 4931.13930315, 4759.89519092, 3896.94767939, 5898.90411324, 3286.7618511, 7221.13630064
9.04518, 0.21425491, 2.235566, 4.357558, 4.222845, 2.8301369, 6.4858259, 2.0130513, 9.7186394, 2.68969112, 2.64778911, 2.16762695, 3.28143241, 1.82813491, 4.01683095, 1186.81892206, 1168.32977302, 956.45952306, 1447.92316725, 806.65957816, 1772.41577974, 4832.72848072, 4757.44063734, 3894.70465277, 5895.94536977, 3284.71904616, 7217.27978822
9.04646, -0.55352616, 2.3628526, 3.9971164, 4.2067833, 2.8195177, 6.4631794, 2.0070433, 9.6880658, 2.58222479, 2.64908394, 2.16874286, 3.28355091, 1.8297806, 4.02012159, 1136.74427886, 1166.1769414, 954.72169599, 1445.48132385, 805.50409086, 1769.73369296, 4628.79601215, 4748.64512294, 3887.60432872, 5885.96601008, 3279.99374431, 7206.31404345
9.04774, -0.93135541, 2.4403633, 3.8405171, 4.198645, 2.8137117, 6.4496232, 2.0035599, 9.6674199, 2.53723289, 2.65289498, 2.17172724, 3.28800638, 1.83259563, 4.02550872, 1114.32208971, 1165.11948771, 953.79641663, 1444.05275606, 804.85390169, 1767.95488916, 4537.46549495, 4744.31003549, 3883.81274105, 5880.11277351, 3277.32604525, 7199.02654741
9.04901, 0.13022408, 2.3065324, 4.3574713, 4.1919152, 2.8094947, 6.4423705, 1.9992658, 9.659116, 2.70909609, 2.65713357, 2.17531047, 3.29404851, 1.83502679, 4.03344215, 1187.02389347, 1164.25587333, 953.13913537, 1443.32801693, 804.03964226, 1767.30246858, 4833.47422961, 4740.76452155, 3881.11264934, 5877.12582121, 3273.99044942, 7196.32602577
9.05029, 1.5444331, 2.2609064, 5.2964269, 4.1625628, 2.7875502, 6.3967531, 1.9836363, 9.5923738, 2.99374192, 2.65401435, 2.17187195, 3.29005124, 1.8321199, 4.02889468, 1308.76056299, 1160.24340345, 949.46739858, 1438.29676189, 800.93953656, 1761.29359458, 5329.1442482, 4724.39698662, 3866.13783229, 5856.60290551, 3261.34699127, 7171.81422975
9.05156, 1.9473115, 2.2812646, 5.6227814, 4.1466683, 2.775642, 6.3752672, 1.9740841, 9.5635955, 3.09084746, 2.65430986, 2.17161932, 3.29117646, 1.83140669, 4.0309979, 1348.56107413, 1158.09628458, 947.49460368, 1435.96619417, 799.05715606, 1758.75611102, 5491.17450277, 4715.62535183, 3858.08126087, 5847.07738012, 3253.66226696, 7161.43814224
9.05283, 1.2899672, 2.2777486, 5.1209046, 4.1841691, 2.8023115, 6.4294225, 1.9941785, 9.6399694, 2.95568394, 2.67170968, 2.18646663, 3.3118498, 1.84444906, 4.05529524, 1287.04780167, 1163.39166625, 952.09336593, 1442.13964983, 803.16236404, 1765.87176353, 5240.66804838, 4737.15857731, 3876.78318974, 5872.17908639, 3270.35820536, 7190.36831164
9.05411, 0.58521089, 2.2370783, 4.5864347, 4.1908524, 2.8072159, 6.4403282, 1.9977214, 9.6563444, 2.80295116, 2.67934789, 2.19288487, 3.32148215, 1.84988778, 4.06709481, 1218.10707824, 1164.39154239, 952.98434648, 1443.45038058, 803.92460418, 1767.47887963, 4959.92111076, 4741.2007495, 3880.38725229, 5877.48002035, 3273.44179094, 7196.86796384
9.05537, -0.27988612, 2.2082051, 4.0248089, 4.1840711, 2.8044942, 6.4305693, 1.9965496, 9.6431404, 2.6310765, 2.68262749, 2.19628207, 3.32571902, 1.8531087, 4.07258435, 1141.16017147, 1163.51905786, 952.57953359, 1442.44308043, 803.73711777, 1766.3762561, 4646.57847669, 4737.61943912, 3878.71542382, 5873.34288296, 3272.65855023, 7192.33469459
9.05664, -2.1060912, 2.1492693, 3.0692198, 4.2076056, 2.8206541, 6.4655191, 2.0072482, 9.6923647, 2.30233446, 2.6957023, 2.20713721, 3.34161273, 1.86189402, 4.09137504, 996.58487811, 1166.8574668, 955.37794891, 1446.44524094, 805.93652046, 1770.98617533, 4057.87169491, 4751.18375818, 3890.08625555, 5889.60291327, 3281.59403791, 7211.06132634
9.05791, -2.8216329, 2.0952565, 2.7520786, 4.21191, 2.8228808, 6.4680512, 2.0106946, 9.6927897, 2.18465117, 2.70265883, 2.21257476, 3.34917938, 1.86734576, 4.09992658, 943.7501668, 1167.52493884, 955.81291553, 1446.81615456, 806.6770112, 1771.1323673, 3842.71703822, 4753.87251084, 3891.83356471, 5891.07719809, 3284.58908336, 7211.61252652
9.05917, -2.9323108, 2.0275663, 2.6752389, 4.2567018, 2.8534487, 6.5344714, 2.0327215, 9.7880291, 2.15837475, 2.72258959, 2.22910538, 3.37326761, 1.88141458, 4.12850858, 930.53782943, 1173.78717892, 961.03185317, 1454.31330949, 811.1322861, 1779.91955264, 3788.89669929, 4779.34182493, 3913.06006184, 5921.56785439, 3302.70983544, 7247.3478291
9.06044, -1.9790157, 1.9959944, 2.9970999, 4.261859, 2.8566216, 6.5440708, 2.0342091, 9.8032698, 2.28929041, 2.72991936, 2.23499542, 3.38278405, 1.88602774, 4.14033763, 984.98516876, 1174.56923217, 961.62432259, 1455.46939025, 811.47823895, 1781.41276191, 4010.56692686, 4782.4968997, 3915.44850273, 5926.2388762, 3304.09826483, 7253.38343418
9.0617, -1.4946613, 2.0352354, 3.2383168, 4.271246, 2.8629968, 6.5574651, 2.0389575, 9.8218487, 2.3845766, 2.73860189, 2.24213647, 3.39327927, 1.89215059, 4.15286899, 1023.91729233, 1175.93279861, 962.75468891, 1457.04580576, 812.47367422, 1783.20729043, 4169.06167704, 4788.01989396, 3920.02724047, 5932.62158572, 3308.13131507, 7260.64617956
9.06296, -0.89065375, 2.0674638, 3.5729444, 4.2701938, 2.8623997, 6.556358, 2.0384201, 9.82066, 2.50997749, 2.74397715, 2.24657974, 3.40007133, 1.89584813, 4.16128093, 1075.58434577, 1175.85869952, 962.71221593, 1457.01047323, 812.41548064, 1783.2066769, 4379.40671951, 4787.68913857, 3919.83052185, 5932.44172988, 3307.87430009, 7260.59963012
9.06422, -0.95705193, 2.1878367, 3.6553607, 4.2762453, 2.8671266, 6.5638385, 2.0424521, 9.8307997, 2.54407959, 2.75167336, 2.25314432, 3.4091375, 1.90169785, 4.17215081, 1087.98422571, 1176.76240322, 963.56477374, 1457.9291623, 813.26750451, 1784.23437971, 4429.86785057, 4791.3396303, 3923.27803315, 5936.14628952, 3311.32335102, 7264.7399933
9.06547, -1.1766665, 2.3179075, 3.64902, 4.2602956, 2.8553233, 6.542476, 2.0327722, 9.8021564, 2.54717705, 2.752269, 2.25319437, 3.41068869, 1.90114555, 4.174763, 1087.10509934, 1174.63592153, 961.63675816, 1455.64167237, 811.38648106, 1781.73956885, 4426.26172046, 4782.65258632, 3915.40429183, 5926.79678994, 3303.6446281, 7254.53836449
9.06673, -0.78514171, 2.2934901, 3.8600125, 4.3052785, 2.8889075, 6.6067522, 2.0587433, 9.8914629, 2.62531781, 2.77260598, 2.27119461, 3.43464249, 1.91729363, 4.20259745, 1118.15988799, 1180.89199411, 967.33381875, 1462.86268548, 816.60240102, 1789.94553499, 4552.6768885, 4808.09564636, 3938.57655544, 5956.16173567, 3324.86160356, 7287.9055637
9.06798, 0.19966219, 2.3171275, 4.4480923, 4.2754383, 2.8661628, 6.5644704, 2.0385663, 9.8344493, 2.82414836, 2.76879584, 2.26699749, 3.43083996, 1.91189058, 4.19928775, 1200.39004765, 1176.8627384, 963.57587557, 1458.26125826, 812.63946783, 1784.88612567, 4887.45407708, 4791.66134393, 3923.25215532, 5937.39088897, 3308.70627261, 7267.26199468
9.06924, 0.60478168, 2.2965208, 4.7016911, 4.2882703, 2.8771791, 6.5839805, 2.0488831, 9.860671, 2.90972502, 2.77885559, 2.27618916, 3.44325486, 1.92080595, 4.21384092, 1234.20893315, 1178.69845763, 965.48401457, 1460.51461472, 814.74223351, 1787.37168456, 5025.11900574, 4799.10642548, 3930.99737092, 5946.52943395, 3317.24764944, 7277.33788112
9.07049, 0.91098397, 2.2818908, 4.9136763, 4.3010558, 2.8867123, 6.6002916, 2.0554397, 9.8824085, 2.98091114, 2.78890228, 2.28479642, 3.45483508, 1.92796049, 4.22743716, 1261.80096302, 1180.52481778, 967.13997495, 1462.40998812, 816.09356485, 1789.44759376, 5137.4298254, 4806.513536, 3937.71593007, 5954.21061651, 3322.72960889, 7285.74609515
9.07174, 0.38247521, 2.354652, 4.6307889, 4.3075173, 2.8910292, 6.6113642, 2.0590969, 9.8981447, 2.90000022, 2.79694582, 2.2913782, 3.46510245, 1.93378831, 4.23982018, 1225.01391499, 1181.48182526, 967.92068076, 1463.72358601, 816.86807362, 1790.9787349, 4987.62108078, 4810.38099742, 3940.87082018, 5959.52301009, 3325.86297539, 7291.93618467
9.07299, -0.60851277, 2.4609685, 4.1391873, 4.2975169, 2.8804516, 6.5967885, 2.0514183, 9.8813279, 2.74762091, 2.7996779, 2.29207891, 3.46869052, 1.93431138, 4.24528576, 1158.23589385, 1180.18007136, 966.20609177, 1462.1965686, 815.39227549, 1789.56359252, 4715.70718986, 4805.05195648, 3933.8661822, 5953.26988925, 3319.83427252, 7286.1305238
9.07423, -1.1581237, 2.6722446, 3.9923671, 4.2754451, 2.8650603, 6.5645066, 2.0405417, 9.8347716, 2.70420588, 2.79843476, 2.2908223, 3.46757261, 1.93329112, 4.24430572, 1137.57610176, 1177.21528635, 963.6783655, 1458.70096562, 813.2760124, 1785.44865301, 4631.56403156, 4792.95228624, 3923.55117936, 5939.00215969, 3311.19818791, 7269.33323292
9.07548, -0.02626415, 2.6525031, 4.6483074, 4.2654775, 2.8599826, 6.5508218, 2.0359185, 9.8144982, 2.92421065, 2.80120609, 2.29373336, 3.47143572, 1.9352694, 4.24908368, 1227.54833775, 1175.91250771, 962.88157744, 1457.2668139, 812.40273434, 1783.71404487, 4997.84974446, 4787.61922886, 3920.28346077, 5933.12731522, 3307.62274149, 7262.22708241
9.07672, 1.4078312, 2.5384685, 5.5662111, 4.3180231, 2.8964443, 6.6260728, 2.0633869, 9.9218718, 3.20681792, 2.82446987, 2.31327389, 3.49882779, 1.95247194, 4.28145389, 1343.37347949, 1183.20341502, 969.05744935, 1465.69982286, 817.91329628, 1793.55103709, 5469.38837871, 4817.27464965, 3945.40433671, 5967.42581289, 3330.03855278, 7302.23377837
9.07797, 3.4792722, 2.5974052, 7.3646113, 4.264997, 2.8596849, 6.5510414, 2.0349793, 9.81488, 3.69670006, 2.81318741, 2.30355397, 3.48653855, 1.94320804, 4.26758124, 1545.31781475, 1175.9862972, 962.94611949, 1457.46477854, 812.31204727, 1783.96115413, 6291.54320484, 4787.86209964, 3920.49910826, 5933.86197726, 3307.21376044, 7263.14585249
9.07921, 4.3252445, 2.667558, 8.2306624, 4.2902755, 2.8784722, 6.5851043, 2.0502095, 9.8627991, 3.91649926, 2.82763433, 2.3161233, 3.50317622, 1.95469848, 4.28726915, 1633.75168442, 1179.53612081, 966.16138053, 1461.33566314, 815.39449473, 1788.41682751, 6651.54938088, 4802.28594645, 3933.5660332, 5949.58610793, 3319.74362952, 7281.24289339
9.08045, 4.2739194, 2.7550284, 8.286903, 4.3053256, 2.8874362, 6.6118668, 2.0541261, 9.9010927, 3.93842189, 2.83876283, 2.32478239, 3.5179378, 1.96082872, 4.30494564, 1639.42118451, 1181.67328117, 967.72199818, 1464.38901693, 816.22137813, 1791.9916363, 6674.59183148, 4810.95822387, 3939.89623, 5961.98162063, 3323.09024346, 7295.75343466
9.08169, 4.3252514, 2.8094123, 8.4069762, 4.2953576, 2.8806355, 6.5942362, 2.0505877, 9.877778, 3.97553523, 2.84168124, 2.32712575, 3.5209345, 1.96342751, 4.30928609, 1651.35363958, 1180.37456302, 966.63904461, 1462.52207034, 815.56645212, 1789.9867229, 6723.13227515, 4805.64194806, 3935.46361209, 5954.34502855, 3320.40394338, 7287.54714946
9.08293, 4.3922183, 2.8393904, 8.5122361, 4.278977, 2.8711893, 6.5679539, 2.0456989, 9.8374523, 4.00914059, 2.84249318, 2.3284149, 3.52163632, 1.9653971, 4.30993555, 1661.75799334, 1178.19159996, 965.11009743, 1459.69121384, 814.64200909, 1786.43519294, 6765.45082827, 4796.72573729, 3929.21528537, 5942.78419076, 3316.62039673, 7273.04427247
9.08416, 3.6203855, 2.7666625, 7.7076497, 4.3252209, 2.9027884, 6.6369899, 2.0676138, 9.9366641, 3.82332014, 2.86407131, 2.34632069, 3.54785007, 1.98022433, 4.34110194, 1581.36634746, 1184.61070983, 970.46348184, 1467.42896308, 819.04208792, 1795.52647353, 6438.11716192, 4822.83093568, 3950.98682067, 5974.25106857, 3334.5144413, 7310.01378807
9.0854, 3.4230737, 2.7266899, 7.4731143, 4.2986787, 2.8831107, 6.6015646, 2.0511736, 9.8872586, 3.77305095, 2.86160279, 2.34354079, 3.54621691, 1.97671049, 4.33990081, 1557.21326205, 1181.04045509, 967.22595106, 1463.59433585, 815.82778176, 1791.16348879, 6339.74621883, 4808.26675571, 3937.78245758, 5958.60366897, 3321.40832646, 7292.20732453
9.08663, 2.8160831, 2.6397024, 6.8384721, 4.3380368, 2.9097169, 6.6606589, 2.0692664, 9.9719312, 3.61726266, 2.88102563, 2.35953201, 3.56992508, 1.98979671, 4.36807556, 1489.71225113, 1186.50470732, 971.73583333, 1470.21702113, 819.46621392, 1798.92263514, 6064.89917867, 4830.48415521, 3956.11961502, 5985.53042517, 3336.2013127, 7323.75289529
9.08786, 2.4270822, 2.5825296, 6.4411835, 4.3626145, 2.9269417, 6.6961375, 2.0846923, 10.021598, 3.51840833, 2.89558837, 2.37175836, 3.58736516, 2.00163269, 4.38865957, 1445.876692, 1189.93116796, 974.6651931, 1474.21424178, 822.56343871, 1803.50316916, 5886.40133893, 4844.40509972, 3968.02198238, 6001.76815539, 3348.7907743, 7342.35742814
9.08909, 1.8749073, 2.5410624, 5.9396, 4.360987, 2.9253861, 6.693654, 2.0803691, 10.019455, 3.38617339, 2.90150277, 2.37641448, 3.59469645, 2.00401418, 4.39797385, 1388.52145439, 1189.7792522, 974.46353454, 1474.02763265, 821.75847639, 1803.41652465, 5652.86511266, 4843.75780095, 3967.17738896, 6000.97272776, 3345.49373188, 7341.96099278
9.09032, 0.98393725, 2.4736097, 5.1901399, 4.3872551, 2.945372, 6.727621, 2.0981101, 10.066998, 3.17242702, 2.9167456, 2.38985848, 3.61187629, 2.01704806, 4.41826844, 1298.04307554, 1193.4274321, 977.84416711, 1477.84991629, 825.30354345, 1807.79659361, 5284.48351876, 4858.58113234, 3980.91672179, 6016.4979676, 3359.90619691, 7359.74905936
9.09155, 0.1442246, 2.384884, 4.5339939, 4.393533, 2.94685, 6.7409413, 2.0997485, 10.087504, 2.97179231, 2.92539784, 2.39583555, 3.6235834, 2.02237473, 4.43271541, 1213.29279512, 1194.35133483, 978.14709153, 1479.39935683, 825.67434907, 1809.7434475, 4939.42591599, 4862.31349912, 3982.12625426, 6022.77006229, 3361.39577717, 7367.63106306
9.09278, -0.60552241, 2.2539285, 3.9665622, 4.4091391, 2.9596729, 6.7632477, 2.1078707, 10.117528, 2.78589928, 2.9372112, 2.40646824, 3.63777574, 2.03086128, 4.44933887, 1134.90071776, 1196.54114285, 980.33067969, 1481.93236492, 827.31846934, 1812.54143633, 4620.2570875, 4871.19940028, 3990.99207538, 6033.04624365, 3368.0690846, 7378.97799034
9.094, -0.97218243, 2.1149244, 3.644462, 4.4059537, 2.9561868, 6.758211, 2.1061517, 10.112269, 2.67640417, 2.94276071, 2.41046551, 3.64460828, 2.0346036, 4.45819737, 1087.90964663, 1196.17873939, 979.81041447, 1481.46702076, 827.02938194, 1812.17619654, 4428.92711386, 4869.69526222, 3988.85047535, 6031.11616566, 3366.87229953, 7377.44749008
9.09523, -2.2212133, 2.0911674, 3.0505479, 4.3737134, 2.9331181, 6.7126017, 2.0905127, 10.046583, 2.45421774, 2.9386599, 2.40651704, 3.64057184, 2.03165785, 4.45382711, 995.38393754, 1191.86444553, 976.03744382, 1476.54655003, 824.00170257, 1806.3873871, 4052.22681837, 4852.10267909, 3973.46687689, 6011.04890581, 3354.52650141, 7353.83718618
9.09645, -4.3936736, 1.9966313, 2.3328026, 4.4053011, 2.9559298, 6.7582735, 2.1063958, 10.11221, 2.15104142, 2.95595335, 2.4213459, 3.66123545, 2.04399471, 4.47850246, 870.49460435, 1196.23054315, 979.8828262, 1481.64776353, 827.17438702, 1812.383619, 3543.77903777, 4869.84836204, 3989.09792389, 6031.78039192, 3367.42265679, 7378.20435113
