m [GeV/c^2], xsec [fb], xsec error [fb], xsec_UL_obs [fb], xsec_UL_exp [fb], xsec_UL_exp -1sigma [fb], xsec_UL_exp +1sigma [fb], xsec_UL_exp -2sigma [fb], xsec_UL_exp +2sigma [fb], g'_UL_obs, g'_UL_exp, g'_UL_exp -1sigma, g'_UL_exp +1sigma, g'_UL_exp -2sigma, g'_UL_exp +2sigma, xi_UL_obs, xi_UL_exp, xi_UL_exp -1sigma, xi_UL_exp +1sigma, xi_UL_exp -2sigma, xi_UL_exp +2sigma, {c_{\ell\ell}/\Lambda}_UL_obs [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -2sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +2sigma [TeV^-1]
6.00992, 1.3401988, 1.1864927, 3.0831899, 1.7823813, 1.1978435, 2.736889, 0.85163231, 4.0992679, 0.12074389, 0.09180479, 0.07526015, 0.11376106, 0.06345869, 0.1392253, 250.5315353, 190.48578459, 156.15730413, 236.04285265, 131.6704523, 288.87862841, 1024.76266645, 779.15429011, 638.73865288, 965.49882545, 538.57876065, 1181.61585196
6.01644, 1.4946004, 1.1920379, 3.2272697, 1.7624241, 1.1802873, 2.7057242, 0.84269796, 4.0549516, 0.12401945, 0.09164893, 0.07500082, 0.11355701, 0.06337357, 0.13901607, 257.15951216, 190.03787889, 155.5173438, 235.46519742, 131.40773638, 288.25563133, 1051.85504005, 777.30860132, 636.1098624, 963.11916513, 537.49475824, 1179.04695062
6.02295, 1.7700062, 1.2095365, 3.4987184, 1.7575323, 1.1769871, 2.6988247, 0.83992759, 4.0454817, 0.12964169, 0.09188442, 0.07519276, 0.11386167, 0.06352009, 0.13940403, 268.63916996, 190.39980534, 155.81192526, 235.94032892, 131.6242065, 288.86835142, 1098.79064036, 778.77520269, 637.30350699, 965.0455112, 538.37065594, 1181.53224222
6.02943, 2.171132, 1.2170435, 3.8870022, 1.7482436, 1.1718051, 2.6854547, 0.83634993, 4.0264495, 0.13718964, 0.09200573, 0.07532543, 0.11403097, 0.06363674, 0.13962881, 284.08934022, 190.52348568, 155.9822702, 236.132878, 131.77758898, 289.14033056, 1161.96434597, 779.26717442, 637.98886798, 965.81584135, 538.98840371, 1182.62358888
6.03591, 2.461742, 1.1945599, 4.1436337, 1.7418779, 1.1681643, 2.6765132, 0.8333578, 4.0140725, 0.14221392, 0.09220623, 0.07550981, 0.11429734, 0.06377745, 0.13997292, 294.29334498, 190.80889547, 156.25780807, 236.52358761, 131.97920723, 289.65589336, 1203.67835784, 780.42042704, 639.10429856, 967.39640357, 539.8032886, 1184.710888
6.04236, 2.4854535, 1.1611482, 4.1245758, 1.7515442, 1.1739803, 2.6905526, 0.83790888, 4.0342467, 0.14245722, 0.09283364, 0.07600203, 0.11505766, 0.0642086, 0.14088866, 294.59442548, 191.97533339, 157.16841901, 237.93351656, 132.78018714, 291.350727, 1204.88781915, 785.17691028, 642.81702995, 973.14535196, 543.06944149, 1191.6211296
6.04881, 2.3207942, 1.1439114, 3.9419333, 1.7556543, 1.1759251, 2.6964768, 0.83954773, 4.0427435, 0.13983212, 0.09331937, 0.0763734, 0.11565133, 0.06453198, 0.14160885, 288.9643818, 192.84535418, 157.82634851, 238.99456379, 133.35594288, 292.63601375, 1181.83915962, 788.72070632, 645.49602245, 977.46695515, 545.41419422, 1196.85581457
6.05523, 1.9175629, 1.1432817, 3.5512697, 1.7490619, 1.1709324, 2.6869554, 0.83587607, 4.0294938, 0.1332241, 0.09349611, 0.0764992, 0.11588339, 0.06463413, 0.14191105, 275.19420374, 193.13013506, 158.02047612, 239.37438928, 133.51141554, 293.13839141, 1125.49934419, 789.87070731, 646.27793692, 979.00215371, 546.03988234, 1198.88814085
6.06164, 1.0536352, 1.1208515, 2.7387794, 1.7548077, 1.1752104, 2.6955303, 0.83809018, 4.0421017, 0.1174328, 0.09399953, 0.07692521, 0.1165019, 0.06496154, 0.14266404, 242.48859407, 194.10090259, 158.84392222, 240.56636071, 134.13995775, 294.58891938, 991.72003022, 793.82600951, 649.63343925, 983.85855805, 548.60016597, 1204.79783039
6.06804, 0.17982011, 1.047029, 1.9901593, 1.7611377, 1.1807991, 2.705026, 0.84034915, 4.0560142, 0.1004811, 0.09452292, 0.07739778, 0.11714566, 0.06529356, 0.14344658, 207.40999944, 195.11130203, 159.76210602, 241.80846047, 134.77695888, 296.09802016, 848.24081743, 797.94306336, 653.37611381, 988.91956377, 551.19482223, 1210.94656639
6.07442, -0.11215753, 0.95970884, 1.7236548, 1.7636649, 1.1822322, 2.7088712, 0.84187796, 4.0618326, 0.09386471, 0.09494787, 0.07773715, 0.11767153, 0.06559969, 0.14409145, 193.68202061, 195.91703366, 160.40413243, 242.80539857, 135.35949665, 297.3207168, 792.08247425, 801.22278922, 655.98913982, 992.97756322, 553.56653491, 1215.92354456
6.08079, -0.06867187, 0.94182812, 1.7205873, 1.7561275, 1.1772795, 2.6980429, 0.83751055, 4.0466147, 0.09413739, 0.09510466, 0.07786882, 0.11788219, 0.06567785, 0.14436759, 194.17293757, 196.16809125, 160.61649163, 243.15027769, 135.47073519, 297.78051172, 794.07462196, 802.23384809, 656.84477697, 994.36856264, 554.01063702, 1217.78014086
6.08714, 0.06037188, 0.94635663, 1.7957053, 1.7497719, 1.1717446, 2.688719, 0.8350576, 4.0334143, 0.09653732, 0.09529463, 0.07798197, 0.11812734, 0.06583183, 0.14468188, 199.04881099, 196.48652611, 160.78981511, 243.56493421, 135.73763308, 298.31732242, 813.99855174, 803.52023652, 657.54061019, 996.04465213, 555.09116682, 1219.95136366
6.09348, 0.20624524, 0.93879057, 1.8793867, 1.7406709, 1.1647144, 2.6755484, 0.83111813, 4.0147297, 0.0991402, 0.09541135, 0.07804614, 0.11829002, 0.06592848, 0.14490049, 204.33830463, 196.65275984, 160.86124798, 243.80809272, 135.88549141, 298.65505271, 835.61293552, 804.18397432, 657.81958931, 997.01911701, 555.68472379, 1221.3080937
6.0998, 0.24896339, 0.91994026, 1.8871369, 1.7406207, 1.1643959, 2.6756748, 0.8308354, 4.0152055, 0.0997275, 0.0957779, 0.07833639, 0.11874898, 0.06617146, 0.14546788, 205.47014103, 197.33271342, 161.39770296, 244.66039913, 136.33410516, 299.70977282, 840.22445738, 806.94825644, 660.00002097, 1000.48430428, 557.50801044, 1225.59647825
6.10611, 0.25360977, 0.90989791, 1.8762051, 1.7298735, 1.1574808, 2.6600523, 0.82567407, 3.9930909, 0.09982081, 0.09584912, 0.07840393, 0.11885735, 0.06621941, 0.14562487, 205.58933292, 197.40929347, 161.47947144, 244.79667185, 136.38441471, 299.92662439, 840.694682, 807.24491316, 660.32089779, 1001.02110007, 557.70234051, 1226.45817533
6.1124, -0.11684546, 0.89090751, 1.6314303, 1.7490953, 1.1729125, 2.6890108, 0.83323071, 4.0356892, 0.09344155, 0.09675257, 0.0792298, 0.11996431, 0.06677877, 0.14696524, 192.38174656, 199.19862558, 163.12195152, 246.98801195, 137.48718982, 302.57877303, 786.67004451, 814.54500989, 667.02353608, 1009.96104792, 562.2001862, 1237.27776212
6.11868, -0.4933361, 0.84916471, 1.3977971, 1.7583293, 1.1803983, 2.7035135, 0.84044653, 4.0559509, 0.08682864, 0.09738477, 0.07979124, 0.12075502, 0.06732804, 0.1479065, 178.70187571, 200.42742643, 164.2182165, 248.52570517, 138.56772528, 304.40612587, 730.71626762, 819.55256701, 671.49223677, 1016.22758557, 566.60676128, 1244.72396975
6.12495, -0.90084749, 0.81000609, 1.1924953, 1.7692868, 1.1873803, 2.719198, 0.84604709, 4.078233, 0.08051279, 0.09806988, 0.08033993, 0.12157855, 0.06781625, 0.14889241, 165.64227476, 201.76320438, 165.28664621, 250.12854918, 139.52117209, 306.32247707, 677.30089896, 824.99712049, 675.84675609, 1022.75998965, 570.49334428, 1252.5334453
6.1312, -1.2397357, 0.7960262, 1.0842685, 1.7705786, 1.1883276, 2.7212955, 0.846564, 4.0814461, 0.07707409, 0.09849124, 0.08068784, 0.12210343, 0.06810357, 0.14953644, 158.50868434, 202.55466333, 165.94062935, 251.11490581, 140.06013445, 307.5329637, 648.11821496, 828.21561086, 678.50632239, 1026.77115247, 572.68486394, 1257.45612174
6.13743, -1.3430583, 0.76647327, 1.0408098, 1.7690402, 1.1871795, 2.7191049, 0.84580772, 4.0785024, 0.07581186, 0.09883717, 0.0809673, 0.12253621, 0.06834193, 0.15007274, 155.85407381, 203.18952882, 166.45263193, 251.91002643, 140.49740233, 308.51965236, 637.25011397, 830.79349313, 680.58508884, 1029.99998096, 574.46034912, 1261.46323176
6.14365, -1.3481107, 0.76621996, 1.0297134, 1.7774093, 1.1921094, 2.7308337, 0.85016385, 4.0950641, 0.07570628, 0.09946434, 0.08145763, 0.12328815, 0.06878995, 0.15097466, 155.57760686, 204.40081762, 167.39672644, 253.35911386, 141.36445452, 310.25533393, 636.10575912, 835.72783949, 684.43025892, 1035.90224006, 577.9928453, 1268.53220517
6.14986, -1.0584868, 0.7424615, 1.0867918, 1.7698675, 1.1876102, 2.7204752, 0.84617067, 4.0808187, 0.07808724, 0.09965, 0.08162889, 0.12354617, 0.06890265, 0.15131451, 160.40844192, 204.70310074, 167.68375992, 253.79112425, 141.54125038, 310.83341102, 655.84289335, 836.94518978, 685.58861963, 1037.64554558, 578.70285418, 1270.86755031
6.15605, -0.95637095, 0.76631687, 1.128221, 1.7593128, 1.1807339, 2.7055407, 0.84075174, 4.0600081, 0.07987044, 0.09973797, 0.08170808, 0.12368471, 0.06894819, 0.15151389, 164.02971878, 204.83161158, 167.80367463, 254.01097792, 141.59872346, 311.16368121, 670.63371657, 837.45181036, 686.06349394, 1038.52111338, 578.92483683, 1272.18931757
6.16223, -1.1733192, 0.80712565, 1.1022909, 1.7787337, 1.1927812, 2.7329471, 0.85078411, 4.098544, 0.07925528, 0.10067822, 0.08244427, 0.12479457, 0.06962894, 0.15282517, 162.7248413, 206.70986925, 169.27239473, 256.22491534, 142.96029334, 313.77659547, 665.28360594, 845.11182249, 692.05259783, 1047.54894366, 584.47830522, 1282.84300803
6.16839, -1.0687392, 0.80885052, 1.1362918, 1.7752437, 1.1900644, 2.7279246, 0.84893044, 4.0916484, 0.08078372, 0.10097361, 0.08267308, 0.12516851, 0.06982564, 0.15329502, 165.82018343, 207.2628401, 169.69837624, 256.9263434, 143.32716415, 314.66005085, 677.92299459, 847.35309253, 693.77821818, 1050.3924945, 585.96473793, 1286.42532861
6.17454, -0.932805, 0.8165187, 1.1796073, 1.7851567, 1.1961859, 2.7421162, 0.85382224, 4.1117508, 0.08263367, 0.10165447, 0.08321232, 0.1259886, 0.07030271, 0.15427718, 169.57310216, 208.60581553, 170.76056334, 258.54203729, 144.268651, 316.59323621, 693.24990286, 852.82370558, 698.10448968, 1056.97330506, 589.80007454, 1294.298609
6.18068, -0.69320569, 0.79056977, 1.2597942, 1.7949726, 1.2021954, 2.75623, 0.85857547, 4.1319005, 0.08573503, 0.10233811, 0.08375216, 0.12681371, 0.07077791, 0.15526852, 175.89075644, 209.95302007, 171.82278154, 260.16624099, 145.20529468, 318.54305565, 719.0608008, 858.3110892, 702.430471, 1063.58827133, 593.61525065, 1302.23912454
6.1868, -0.58741095, 0.78528947, 1.3009385, 1.7897422, 1.1988902, 2.7488588, 0.85597752, 4.1216088, 0.0874712, 0.10259636, 0.08397044, 0.12714899, 0.07095253, 0.15569336, 179.4044607, 210.42633595, 172.22435185, 260.78407659, 145.52447243, 319.32890973, 733.40769296, 860.22550936, 704.05531764, 1066.08858682, 594.90587458, 1305.42060144
6.19291, -0.93752817, 0.81456848, 1.1806305, 1.7893963, 1.1989086, 2.7485681, 0.85582363, 4.1214197, 0.08366291, 0.1029981, 0.08430804, 0.12765246, 0.07123084, 0.15631454, 171.54690242, 211.19281979, 172.86971621, 261.74544472, 146.05553439, 320.51569628, 701.26892274, 863.3380092, 706.67647127, 1069.99277431, 597.0624116, 1310.24048746
6.199, -1.4599815, 0.82079929, 1.0526205, 1.7882627, 1.1979475, 2.747023, 0.85515538, 4.1194647, 0.07931574, 0.10338062, 0.08461403, 0.12813112, 0.07149011, 0.15690756, 162.58843346, 211.91875496, 173.44933038, 262.65452221, 146.54677008, 321.64301737, 664.63120063, 866.28435709, 709.02852219, 1073.6827137, 599.05587178, 1314.81668323
6.20508, -1.4131827, 0.74431283, 1.0153853, 1.7750172, 1.1902374, 2.7285951, 0.84850618, 4.0939278, 0.07819723, 0.10338969, 0.08466282, 0.12818745, 0.07148311, 0.15701677, 160.20771644, 211.82112835, 173.45418816, 262.62589275, 146.45206483, 321.69038753, 654.86810871, 865.84407288, 709.01463845, 1073.5145941, 598.64024557, 1314.94774632
6.21114, -1.2983858, 0.72326321, 1.0243816, 1.7824377, 1.1949337, 2.739257, 0.85220105, 4.1090375, 0.07883979, 0.10399723, 0.08515036, 0.12892317, 0.07190939, 0.15790092, 161.42606561, 212.93642434, 174.34708162, 263.97279296, 147.23593205, 323.30530422, 659.81359415, 870.35725578, 712.62701052, 1078.96352816, 601.81278128, 1321.4794896
6.2172, -1.2719037, 0.78168495, 1.0635708, 1.7755452, 1.1904888, 2.7295274, 0.84873135, 4.0956216, 0.0806397, 0.10419133, 0.08531558, 0.12918421, 0.0720362, 0.1582434, 165.00971822, 213.20244766, 174.57778419, 264.34436018, 147.40473763, 323.80699951, 674.42555272, 871.39824339, 713.53202625, 1080.42479643, 602.47070728, 1323.45971479
6.22323, -1.1923985, 0.80993927, 1.1054578, 1.780674, 1.1941279, 2.737287, 0.85106396, 4.1067923, 0.08252628, 0.1047402, 0.08577221, 0.12986178, 0.07241062, 0.15906424, 168.76520188, 214.19238557, 175.40309078, 265.56570299, 148.07881114, 325.2843646, 689.73794007, 875.39737551, 716.86677802, 1085.35846781, 605.19332791, 1329.42671282
6.22926, -0.79433951, 0.809962, 1.2327877, 1.7691717, 1.1868194, 2.721198, 0.84511853, 4.0845702, 0.08748499, 0.10480316, 0.08583842, 0.12997788, 0.07243495, 0.15924381, 178.79293818, 214.18606245, 175.42784704, 265.63560531, 148.03521103, 325.44634416, 730.68130362, 875.32400843, 716.92903125, 1085.58521577, 604.98228889, 1330.01650641
6.23527, -0.49800878, 0.83940431, 1.389893, 1.7610986, 1.1816935, 2.7102449, 0.84054444, 4.0696796, 0.09325145, 0.10496795, 0.08598394, 0.13021744, 0.0725179, 0.15956771, 190.45642895, 214.38618158, 175.61328894, 265.95565012, 148.11031074, 325.90052706, 778.30436893, 876.09382724, 717.64755212, 1086.83359008, 605.25602926, 1331.79964283
6.24126, -0.38900279, 0.88570381, 1.4841752, 1.7630933, 1.1831077, 2.7133883, 0.84139232, 4.0744095, 0.0967365, 0.10543516, 0.08636941, 0.13079881, 0.07283617, 0.1602803, 197.44704791, 215.20170467, 176.28696467, 266.97096645, 148.66451948, 327.14508324, 806.82704532, 879.37782492, 720.36068574, 1090.92234258, 607.48720359, 1336.81158413
6.24725, -0.24322717, 0.90977366, 1.588149, 1.7603955, 1.1809811, 2.7092747, 0.84031757, 4.068708, 0.10045915, 0.10576671, 0.0866294, 0.13121104, 0.07307445, 0.16079484, 204.91130257, 215.73738794, 176.70212202, 267.63740604, 149.05344338, 327.98089959, 837.28127242, 881.51738052, 722.01667603, 1093.58432194, 609.0423279, 1340.15186811
6.25322, -0.02713403, 0.93032951, 1.7305721, 1.7511507, 1.1739933, 2.6948303, 0.83412172, 4.048713, 0.10527264, 0.1058967, 0.08670686, 0.13136703, 0.0730862, 0.16101975, 214.60105609, 215.87321872, 176.75422969, 267.7951559, 148.98814777, 328.24302176, 876.82463839, 882.02248578, 722.1887271, 1094.16698601, 608.74108066, 1341.14702933
6.25917, 0.10502119, 0.93807793, 1.8198678, 1.7540147, 1.1760365, 2.6989874, 0.8355651, 4.0545508, 0.10836816, 0.10638941, 0.08711485, 0.13197213, 0.07342973, 0.1617533, 220.78936569, 216.75785554, 177.48785131, 268.88009934, 149.60578159, 329.55628947, 902.05751975, 885.58637302, 725.14475704, 1098.53712729, 611.22971144, 1346.43590363
6.26511, 0.28759087, 0.93848274, 1.9434604, 1.7508886, 1.1723701, 2.6942483, 0.83320182, 4.0479123, 0.11241927, 0.10670436, 0.08731428, 0.13236456, 0.07360851, 0.16224392, 228.91500223, 217.27795507, 177.79468522, 269.52882403, 149.88615286, 330.37102826, 935.20160188, 887.66000332, 726.35638908, 1101.12393478, 612.3398156, 1349.68661662
6.27104, 0.20225022, 0.9344752, 1.8841935, 1.762925, 1.1822894, 2.7129889, 0.83992678, 4.0753396, 0.11112119, 0.10748579, 0.08802297, 0.13333929, 0.07419162, 0.16342407, 226.14363138, 218.74519871, 179.13626257, 271.35986813, 150.98796275, 332.58565497, 923.82554686, 893.60200677, 731.79445614, 1108.53963495, 616.80506501, 1358.65477488
6.27696, 0.08911189, 0.93936346, 1.8188973, 1.7642226, 1.1836618, 2.7158348, 0.84152123, 4.0790643, 0.10960483, 0.10794494, 0.08841774, 0.13392981, 0.0745518, 0.16413676, 222.92973927, 219.55362374, 179.8364558, 272.4053253, 151.63395317, 333.84447608, 910.64255553, 896.85150867, 734.61140816, 1112.74468084, 619.40740196, 1363.71660344
6.28286, 0.02415903, 0.94823911, 1.7856603, 1.7489757, 1.1709251, 2.6917546, 0.83203313, 4.0448129, 0.10902447, 0.10789876, 0.08828545, 0.13385737, 0.07442089, 0.16408685, 221.62072476, 219.33242329, 179.46324118, 272.10008732, 151.2799105, 333.54940315, 905.24134006, 895.89444758, 733.04310829, 1111.43146899, 617.92428961, 1362.42993077
6.28875, -0.13280382, 0.95664756, 1.6988169, 1.7469871, 1.1692484, 2.688912, 0.83130484, 4.0410804, 0.10675969, 0.1082627, 0.08857015, 0.13431432, 0.07468169, 0.16465797, 216.88948421, 219.94295652, 179.93622369, 272.86856328, 151.72088388, 334.51373554, 885.8624181, 898.33400644, 734.93068971, 1114.50311283, 619.68808473, 1366.28637269
6.29463, -0.12825759, 0.95310253, 1.700716, 1.7465484, 1.1693227, 2.6884231, 0.83052832, 4.0405253, 0.10724326, 0.10867869, 0.08892447, 0.13483508, 0.07494304, 0.16530006, 217.74223666, 220.65668715, 180.54853602, 273.76352872, 152.16122779, 335.61834865, 889.29106453, 901.19410558, 737.38656434, 1118.09019519, 621.44865562, 1370.7143048
6.30049, -0.02546397, 0.94802057, 1.7557889, 1.7547222, 1.1762732, 2.7004296, 0.83549622, 4.0575281, 0.10939765, 0.10936441, 0.08954182, 0.13567139, 0.07546474, 0.16630396, 221.98794158, 221.92049882, 181.69682386, 275.30218892, 153.13183236, 337.46132134, 906.57520107, 906.29977198, 742.03055108, 1124.30493068, 625.37415647, 1378.15623259
6.30634, 0.1667903, 0.95559694, 1.8811406, 1.7578533, 1.1778355, 2.7047573, 0.8361611, 4.0633902, 0.11365773, 0.10987014, 0.0899354, 0.1362864, 0.07577629, 0.16704467, 230.55670632, 222.87350612, 182.43554181, 276.45934943, 153.7135351, 338.85304708, 941.51034526, 910.13492973, 745.00088374, 1128.96016644, 627.71057854, 1383.75350017
6.31218, 0.45481985, 0.95520173, 2.075831, 1.7408018, 1.1635605, 2.6796944, 0.82923568, 4.0275529, 0.11984232, 0.10974604, 0.08972401, 0.13616229, 0.07574487, 0.16693017, 243.02141825, 222.54775516, 181.94622075, 276.11575549, 153.59870162, 338.50819033, 992.34903871, 908.74727213, 742.95573846, 1127.4858262, 627.20201784, 1382.25790834
6.318, 0.41830223, 0.9336595, 2.0299107, 1.7469285, 1.1685421, 2.6886261, 0.83194357, 4.0402776, 0.11895567, 0.11035303, 0.0902545, 0.13690266, 0.07615416, 0.16782332, 241.14235313, 223.7034043, 182.96044588, 277.52379988, 154.37677457, 340.20495209, 984.61326689, 913.40793877, 747.04953316, 1133.16309514, 630.33896109, 1389.09778786
6.32381, 0.2003979, 0.92249712, 1.8710491, 1.7496893, 1.1712224, 2.6927393, 0.83273397, 4.0462594, 0.11463871, 0.11085855, 0.09070023, 0.13752633, 0.07647894, 0.1685837, 232.31206185, 224.6516616, 183.80141566, 278.69316748, 154.98237355, 341.63002113, 948.49687268, 917.22055572, 750.43485285, 1137.86428347, 632.77083189, 1394.82644196
6.32961, -0.27443496, 0.92681213, 1.5905046, 1.750155, 1.1720046, 2.6936386, 0.83234017, 4.0478042, 0.10609816, 0.11129577, 0.09107623, 0.13807341, 0.0767522, 0.16925836, 214.93073533, 225.45990326, 184.49972276, 279.70531774, 155.48249004, 342.87893766, 877.47406019, 920.46033534, 753.23671407, 1141.92211937, 634.77125135, 1399.83410521
6.33539, -0.75196368, 0.93667206, 1.3618149, 1.7404478, 1.1634645, 2.6793161, 0.82888506, 4.027331, 0.09855031, 0.11141135, 0.09109101, 0.13823274, 0.07688579, 0.16947577, 199.57090202, 225.615369, 184.46532769, 279.93045905, 155.6988251, 343.1996545, 814.71236503, 921.03422394, 753.04657076, 1142.7658242, 635.61249031, 1401.05095165
6.34116, -0.89817182, 0.93257395, 1.304885, 1.7444223, 1.1673737, 2.6853257, 0.8299344, 4.0362167, 0.09683972, 0.11196781, 0.09159512, 0.13892035, 0.07723057, 0.17031568, 196.03757293, 226.6621545, 185.4206717, 281.22354712, 156.34179023, 344.77870579, 800.23470476, 925.24570455, 756.89600854, 1147.96790655, 638.19463013, 1407.40308971
6.34692, -0.51524479, 0.9323088, 1.4695213, 1.7536126, 1.1749725, 2.6990956, 0.8339909, 4.056188, 0.10316533, 0.11269707, 0.09224857, 0.13981538, 0.07771887, 0.17139764, 208.76810518, 228.05680488, 186.67667546, 282.93413091, 157.27397476, 346.84484548, 852.14370107, 930.87576568, 761.97153292, 1154.8724709, 641.95642728, 1415.74140393
6.35267, 0.15130833, 0.94976919, 1.8609855, 1.7443885, 1.1673205, 2.6853673, 0.82978975, 4.0362537, 0.11653238, 0.11282276, 0.0922933, 0.13998354, 0.07781425, 0.1716186, 235.7647083, 228.25952476, 186.72495245, 283.21036868, 157.43139155, 347.21344142, 962.2717759, 931.63942917, 762.11640367, 1155.92086019, 642.55496855, 1417.14889093
6.3584, 0.62510538, 0.95398649, 2.2055513, 1.749434, 1.1711274, 2.692978, 0.83209615, 4.047625, 0.12732128, 0.1133943, 0.09277789, 0.14068857, 0.07820404, 0.17248152, 257.57426403, 229.39960571, 187.69208412, 284.61664075, 158.20880203, 348.93458777, 1051.21456289, 936.22787644, 766.01073834, 1161.58017076, 645.68328399, 1424.07519455
6.36412, 0.82850237, 0.97598245, 2.3878372, 1.7462353, 1.1678416, 2.6882961, 0.83127962, 4.0410289, 0.13295991, 0.11370243, 0.09298445, 0.14107723, 0.07844982, 0.17296743, 268.9620879, 230.00649088, 188.09648558, 285.38244969, 158.69464685, 349.89254458, 1097.61376742, 938.63894707, 767.60741187, 1164.62401153, 647.62075042, 1427.88478873
6.36983, 0.64250119, 0.99525265, 2.2646756, 1.7505826, 1.1707016, 2.6946911, 0.83373419, 4.0502171, 0.1299589, 0.11426003, 0.09343856, 0.14176125, 0.07885275, 0.17379696, 262.87233024, 231.11768474, 189.00138229, 286.74533983, 159.49816108, 351.54508142, 1072.68584965, 943.10675373, 771.24552499, 1170.10287161, 650.85366832, 1434.52692037
6.37553, 0.14236131, 0.97866483, 1.8990054, 1.7660881, 1.1841283, 2.7186337, 0.84094033, 4.0848146, 0.11944271, 0.11518681, 0.09431829, 0.14291305, 0.0794839, 0.17517928, 241.58311564, 232.9751823, 190.76682798, 289.05389519, 160.76298765, 354.31509326, 985.74155968, 950.61825392, 778.39376336, 1179.43854115, 655.96785505, 1445.72650169
6.38121, -0.23795919, 0.96208434, 1.6512617, 1.7601928, 1.1798328, 2.709885, 0.83782419, 4.0730888, 0.11179031, 0.11541874, 0.09449448, 0.14320943, 0.07962925, 0.17557316, 226.08867479, 233.42693868, 191.10897675, 289.6318277, 161.04502087, 355.08538182, 922.45199169, 952.39243939, 779.73324578, 1181.71092189, 657.07094967, 1448.76437524
6.38688, -0.3919694, 0.94848053, 1.5529676, 1.7548102, 1.1757562, 2.7015045, 0.83461752, 4.0607989, 0.10881432, 0.11566979, 0.09468114, 0.14351844, 0.07977166, 0.17595864, 220.05337516, 233.91706798, 191.47208893, 290.23493357, 161.32088101, 355.83820762, 897.76170368, 954.32203808, 781.15733802, 1184.08458055, 658.1480919, 1451.72922376
6.39254, -0.44746236, 0.92760189, 1.5151763, 1.7784637, 1.1920185, 2.7366326, 0.84896387, 4.1100647, 0.10788331, 0.11688134, 0.09568947, 0.14498762, 0.0807546, 0.17768346, 218.15396698, 236.34914365, 193.49646188, 293.18367108, 163.29622102, 359.29887692, 889.94635113, 964.17251034, 789.35750101, 1196.02564144, 666.15738445, 1465.73875739
6.39819, -0.19237066, 0.9479693, 1.66922, 1.7828957, 1.1947653, 2.7428351, 0.85127247, 4.1187952, 0.1136597, 0.11746614, 0.09615924, 0.14569665, 0.08116784, 0.17853971, 229.81683173, 237.51334284, 194.43137331, 294.59467511, 164.11917971, 361.00244417, 937.45364486, 968.84874476, 793.11161943, 1201.6911462, 669.46412084, 1472.57733272
6.40382, 0.11910379, 0.9644018, 1.8707076, 1.7867428, 1.1971478, 2.7481345, 0.85335052, 4.1259694, 0.12077035, 0.11802891, 0.09661204, 0.14637818, 0.08156824, 0.17935784, 244.06282909, 238.52269419, 195.24169607, 295.81328751, 164.8399274, 362.46133627, 995.56355443, 972.96463425, 796.41589681, 1206.66030568, 672.40318669, 1478.52623696
6.40944, 0.4713331, 0.97319932, 2.1178354, 1.7699828, 1.1870498, 2.725925, 0.84353044, 4.0961114, 0.1289757, 0.11790882, 0.09655978, 0.14632507, 0.08139771, 0.17936911, 260.4457316, 238.09795517, 194.98697968, 295.48000242, 164.36960907, 362.20715269, 1062.42775204, 971.26519879, 795.40400691, 1205.3419068, 670.50756868, 1477.5397878
6.41505, 0.6026491, 0.96378969, 2.2032469, 1.7631062, 1.1807745, 2.7137497, 0.83871792, 4.0792528, 0.1320404, 0.11811757, 0.09666266, 0.14654134, 0.08146728, 0.17966586, 266.42832803, 238.33512498, 195.04386676, 295.68800678, 164.38295251, 362.52597202, 1086.86980836, 972.26617576, 795.66347789, 1206.23197105, 670.58510412, 1478.89128998
