,ma_GeV,gtau_20fb-1,gtau_50ab-1,gtau_3m
128,0.0725243020267087,0.0792663508883319,0.0109761493929732,21.641335387667688
129,0.0763538755300591,0.0792663508883319,0.0109761493929732,19.524663978828123
130,0.08038566584636353,0.0792663508883319,0.0109761493929732,17.614993697226385
131,0.08463035083293592,0.0792663508883319,0.0109761493929732,15.892080744183938
132,0.08909917218070562,0.0792663508883319,0.0109761493929732,14.337661075222456
133,0.09380396518689031,0.0792663508883319,0.0109761493929732,12.935256788819235
134,0.09875719009978397,0.0792663508883319,0.0109761493929732,11.670001449488367
135,0.10397196511867603,0.0792663508883319,0.0109761493929732,10.52848249349329
136,0.10946210113629834,0.0792663508883319,0.0109761493929732,9.498599046584857
137,0.11524213831581166,0.0792663508883319,0.0109761493929732,8.569433646536666
138,0.12132738459920415,0.0792663508883319,0.0109761493929732,7.731136510649393
139,0.12773395624908787,0.0792663508883319,0.0109761493929732,6.974821121381349
140,0.1344788205312628,0.0792663508883319,0.0109761493929732,6.292470023242458
141,0.1415798406510935,0.0792663508883319,0.0109761493929732,5.676849832334406
142,0.14905582306270396,0.0792663508883319,0.0109761493929732,5.121434557581056
143,0.1569265672762889,0.0792663508883319,0.0109761493929732,4.620336420801802
144,0.1652129182954506,0.0792663508883319,0.0109761493929732,4.1682434422739325
145,0.1739368218234354,0.0792663508883319,0.0109761493929732,3.760363130148762
146,0.1831213823844829,0.0792663508883319,0.0109761493929732,3.392371676790939
147,0.19279092451421273,0.0792663508883319,0.0109761493929732,3.060368123487953
148,0.20297105718111028,0.0792663508883319,0.0109761493929732,2.760833007644495
149,0.21368874160972487,0.0792663508883319,0.0109761493929732,2.490591054093984
150,0.2249723626852027,0.0792663508883319,0.0109761493929732,2.2467775150298754
151,0.23685180412826665,0.0792663508883319,0.0109761493929732,2.0268078017370996
152,0.24935852763973607,0.0792663508883319,0.0109761493929732,1.8283500861994137
153,0.26252565622419183,0.0792663508883319,0.0109761493929732,1.6493005821411388
154,0.27638806191346815,0.0792663508883319,0.0109761493929732,1.4877612434653573
155,0.2909824581222919,0.0792663508883319,0.0109761493929732,1.3420196436769989
156,0.30634749688067237,0.0792663508883319,0.0109761493929732,1.2105308229988132
157,0.3225238712005506,0.0792663508883319,0.0109761493929732,1.0919009107472912
158,0.3395544228478144,0.0792663508883319,0.0109761493929732,0.9848723493544702
159,0.3574842558051108,0.0792663508883319,0.0109761493929732,0.8883105633999804
160,0.3763608557259486,0.0792663508883319,0.0109761493929732,0.8011919323358192
161,0.39623421569645273,0.0792663508883319,0.0109761493929732,0.7225929394062665
162,0.417156968637848,0.0792663508883319,0.0109761493929732,0.6516803817337089
163,0.43918452670031854,0.0792663508883319,0.0109761493929732,0.5877025377901868
164,0.46237522801742453,0.0792663508883319,0.0109761493929732,0.5299811986232317
165,0.48679049120974077,0.0792663508883319,0.0109761493929732,0.4779044783608109
166,0.5124949780469001,0.0792663508883319,0.0109761493929732,0.4309203277809119
167,0.5395567646988526,0.0792663508883319,0.0109761493929732,0.3885306821839559
168,0.5680475220298675,0.0792663508883319,0.0109761493929732,0.3502861815300294
169,0.5980427054127873,0.0792663508883319,0.0109761493929732,0.31578140686885336
170,0.6296217545662331,0.0792663508883319,0.0109761493929732,0.28465058256301295
171,0.6628683039440109,0.0792663508883319,0.0109761493929732,0.2565636987420256
172,0.6978704042339231,0.0792663508883319,0.0109761493929732,0.23122301287872857
173,0.7347207555526085,0.0792663508883319,0.0109761493929732,0.20835989339736533
174,0.7735169529539927,0.0792663508883319,0.0109761493929732,0.1877319718471409
175,0.8143617449015805,0.0792663508883319,0.0109761493929732,0.16912057344420364
176,0.8573633053891089,0.0792663508883319,0.0109761493929732,0.1523283987335773
177,0.9026355204302658,0.0792663508883319,0.0109761493929732,0.13717743178148428
178,0.9502982896762163,0.0792663508883319,0.0109761493929732,0.12350705270577261
179,1.000477843959731,0.0792663508883319,0.0109761493929732,0.11117233451277696
180,1.0533070796069257,0.0792663508883319,0.0109761493929732,0.10004250615528583
181,1.1089259104019935,0.0792663508883319,0.0109761493929732,0.08999956547825783
182,1.1674816381370945,0.0792663508883319,0.0109761493929732,0.08093702729396211
183,1.2291293427287415,,0.0109761493929732,0.07275879324142437
184,1.2940322929339154,,0.0109761493929732,0.06537813134896663
185,1.362362378753624,,0.0109761493929732,0.05871675434301334
186,1.4343005666690998,,0.0109761493929732,0.052703986737405825
187,1.5100373789163049,,0.0109761493929732,0.04727601159683616
188,1.589773398068022,,0.0109761493929732,0.042375188590443494
189,1.6737197982599261,,0.0109761493929732,0.0379494355211211
190,1.7620989044675073,,0.0109761493929732,0.03395166589879459
191,1.8551447813150517,,0.0109761493929732,0.030339275256331955
192,1.953103852976114,,0.0109761493929732,0.027073668661069368
193,2.0562355558071785,,0.0109761493929732,0.02411982101656762
194,2.164813025443028,,0.0109761493929732,0.021445859812133344
195,2.27912382017348,,0.0109761493929732,0.019022656002838877
196,2.399470682517311,,0.0109761493929732,0.01682340060195327
197,2.5261723410103545,,0.0109761493929732,0.014823127462927504
198,2.659564354331174,,0.0109761493929732,0.012998104186670602
199,2.8,,0.0109761493929732,0.011324917721528908
